LESB_Locus,Gene,Essentiality,Control,Condition,Replicates,LESB_Description,Gene Name,Product Description,Accession,GO Term,Namespace
PALES_13961,accA,always essential,4,4,4,acetyl-CoA carboxylase carboxyltransferase subunit alpha,accA,acetyl-CoA carboxylase carboxyltransferase subunit alpha,GO:0006633,fatty acid biosynthetic process,biological_process
PALES_13961,accA,always essential,4,4,4,acetyl-CoA carboxylase carboxyltransferase subunit alpha,accA,acetyl-CoA carboxylase carboxyltransferase subunit alpha,GO:0009317,acetyl-CoA carboxylase complex,cellular_component
PALES_13981,pyrG,always essential,4,4,4,CTP synthetase,pyrG,CTP synthetase,GO:0003883,CTP synthase activity,molecular_function
PALES_13981,pyrG,always essential,4,4,4,CTP synthetase,pyrG,CTP synthetase,GO:0006241,CTP biosynthetic process,biological_process
PALES_13981,pyrG,always essential,4,4,4,CTP synthetase,pyrG,CTP synthetase,GO:0006221,pyrimidine nucleotide biosynthetic process,biological_process
PALES_14781,PALES_14781,always essential,4,4,4,putative polysaccharide deacetylase,PALES_14781,putative polysaccharide deacetylase,GO:0003824,catalytic activity,molecular_function
PALES_14781,PALES_14781,always essential,4,4,4,putative polysaccharide deacetylase,PALES_14781,putative polysaccharide deacetylase,GO:0005975,carbohydrate metabolic process,biological_process
PALES_14781,PALES_14781,always essential,4,4,4,putative polysaccharide deacetylase,PALES_14781,putative polysaccharide deacetylase,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",molecular_function
PALES_14781,PALES_14781,always essential,4,4,4,putative polysaccharide deacetylase,PALES_14781,putative polysaccharide deacetylase,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",molecular_function
PALES_15321,PALES_15321,always essential,4,4,4,NA,dcd,deoxycytidine triphosphate deaminase,GO:0006229,dUTP biosynthetic process,biological_process
PALES_15321,PALES_15321,always essential,4,4,4,NA,dcd,deoxycytidine triphosphate deaminase,GO:0008829,dCTP deaminase activity,molecular_function
PALES_16181,PALES_16181,always essential,4,4,4,NA,ssuB,aliphatic sulfonates transport ATP-binding subunit,GO:0005524,ATP binding,molecular_function
PALES_16181,PALES_16181,always essential,4,4,4,NA,ssuB,aliphatic sulfonates transport ATP-binding subunit,GO:0016887,ATPase activity,molecular_function
PALES_16181,PALES_16181,always essential,4,4,4,NA,ssuB,aliphatic sulfonates transport ATP-binding subunit,GO:0005886,plasma membrane,cellular_component
PALES_16181,PALES_16181,always essential,4,4,4,NA,ssuB,aliphatic sulfonates transport ATP-binding subunit,GO:0006820,anion transport,biological_process
PALES_16181,PALES_16181,always essential,4,4,4,NA,ssuB,aliphatic sulfonates transport ATP-binding subunit,GO:0008509,anion transmembrane transporter activity,molecular_function
PALES_16761,phnC,always essential,4,4,4,ATP-binding component of ABC phosphonate transporter,phnC,ATP-binding component of ABC phosphonate transporter,GO:0005524,ATP binding,molecular_function
PALES_16761,phnC,always essential,4,4,4,ATP-binding component of ABC phosphonate transporter,phnC,ATP-binding component of ABC phosphonate transporter,GO:0015416,ATPase-coupled organic phosphonate transmembrane transporter activity,molecular_function
PALES_16761,phnC,always essential,4,4,4,ATP-binding component of ABC phosphonate transporter,phnC,ATP-binding component of ABC phosphonate transporter,GO:0015716,organic phosphonate transport,biological_process
PALES_16761,phnC,always essential,4,4,4,ATP-binding component of ABC phosphonate transporter,phnC,ATP-binding component of ABC phosphonate transporter,GO:0016020,membrane,cellular_component
PALES_16761,phnC,always essential,4,4,4,ATP-binding component of ABC phosphonate transporter,phnC,ATP-binding component of ABC phosphonate transporter,GO:0016887,ATPase activity,molecular_function
PALES_17121,flgN,always essential,4,4,4,putative export chaperone involved in flagellar synthesis,flgN,putative export chaperone involved in flagellar synthesis,GO:0005515,protein binding,molecular_function
PALES_17121,flgN,always essential,4,4,4,putative export chaperone involved in flagellar synthesis,flgN,putative export chaperone involved in flagellar synthesis,GO:0044780,bacterial-type flagellum assembly,biological_process
PALES_18031,PALES_18031,always essential,4,4,4,putative transporter,PALES_18031,putative transporter,GO:0016020,membrane,cellular_component
PALES_18081,PALES_18081,always essential,4,4,4,hypothetical protein,PALES_18081,hypothetical protein,GO:0005515,protein binding,molecular_function
PALES_18221,minE,always essential,4,4,4,cell division topological specificity factor MinE,minE,cell division topological specificity factor MinE,GO:0032955,regulation of division septum assembly,biological_process
PALES_18221,minE,always essential,4,4,4,cell division topological specificity factor MinE,minE,cell division topological specificity factor MinE,GO:0051301,cell division,biological_process
PALES_18251,PALES_18251,always essential,4,4,4,lipid A biosynthesis lauroyl acyltransferase,PALES_18251,lipid A biosynthesis lauroyl acyltransferase,GO:0009245,lipid A biosynthetic process,biological_process
PALES_18251,PALES_18251,always essential,4,4,4,lipid A biosynthesis lauroyl acyltransferase,PALES_18251,lipid A biosynthesis lauroyl acyltransferase,GO:0016021,integral component of membrane,cellular_component
PALES_18251,PALES_18251,always essential,4,4,4,lipid A biosynthesis lauroyl acyltransferase,PALES_18251,lipid A biosynthesis lauroyl acyltransferase,GO:0016740,transferase activity,molecular_function
PALES_18591,PALES_18591,always essential,4,4,4,putative nitroreductase family protein,PALES_18591,putative nitroreductase family protein,GO:0016491,oxidoreductase activity,molecular_function
PALES_18621,PALES_18621,always essential,4,4,4,putative periplasmic inhibitor/zinc-resistance associated protein,PALES_18621,putative periplasmic inhibitor/zinc-resistance associated protein,GO:0042597,periplasmic space,cellular_component
PALES_18861,pgl,always essential,4,4,4,6-phosphogluconolactonase,pgl,6-phosphogluconolactonase,GO:0005975,carbohydrate metabolic process,biological_process
PALES_18861,pgl,always essential,4,4,4,6-phosphogluconolactonase,pgl,6-phosphogluconolactonase,GO:0006098,pentose-phosphate shunt,biological_process
PALES_18861,pgl,always essential,4,4,4,6-phosphogluconolactonase,pgl,6-phosphogluconolactonase,GO:0017057,6-phosphogluconolactonase activity,molecular_function
PALES_18871,PALES_18871,always essential,4,4,4,keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase,PALES_18871,keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase,GO:0003824,catalytic activity,molecular_function
PALES_18871,PALES_18871,always essential,4,4,4,keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase,PALES_18871,keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase,GO:0016829,lyase activity,molecular_function
PALES_19001,gyrA,always essential,4,4,4,DNA gyrase subunit A,gyrA,DNA gyrase subunit A,GO:0003677,DNA binding,molecular_function
PALES_19001,gyrA,always essential,4,4,4,DNA gyrase subunit A,gyrA,DNA gyrase subunit A,GO:0003918,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",molecular_function
PALES_19001,gyrA,always essential,4,4,4,DNA gyrase subunit A,gyrA,DNA gyrase subunit A,GO:0005524,ATP binding,molecular_function
PALES_19001,gyrA,always essential,4,4,4,DNA gyrase subunit A,gyrA,DNA gyrase subunit A,GO:0005694,chromosome,cellular_component
PALES_19001,gyrA,always essential,4,4,4,DNA gyrase subunit A,gyrA,DNA gyrase subunit A,GO:0006265,DNA topological change,biological_process
PALES_19001,gyrA,always essential,4,4,4,DNA gyrase subunit A,gyrA,DNA gyrase subunit A,GO:0006259,DNA metabolic process,biological_process
PALES_19001,gyrA,always essential,4,4,4,DNA gyrase subunit A,gyrA,DNA gyrase subunit A,GO:0003916,DNA topoisomerase activity,molecular_function
PALES_19051,cmk,always essential,4,4,4,cytidylate kinase,cmk,cytidylate kinase,GO:0004127,cytidylate kinase activity,molecular_function
PALES_19051,cmk,always essential,4,4,4,cytidylate kinase,cmk,cytidylate kinase,GO:0005524,ATP binding,molecular_function
PALES_19051,cmk,always essential,4,4,4,cytidylate kinase,cmk,cytidylate kinase,GO:0006139,nucleobase-containing compound metabolic process,biological_process
PALES_19251,gltX,always essential,4,4,4,glutamyl-tRNA synthetase,gltX,glutamyl-tRNA synthetase,GO:0004812,aminoacyl-tRNA ligase activity,molecular_function
PALES_19251,gltX,always essential,4,4,4,glutamyl-tRNA synthetase,gltX,glutamyl-tRNA synthetase,GO:0005524,ATP binding,molecular_function
PALES_19251,gltX,always essential,4,4,4,glutamyl-tRNA synthetase,gltX,glutamyl-tRNA synthetase,GO:0043039,tRNA aminoacylation,biological_process
PALES_19251,gltX,always essential,4,4,4,glutamyl-tRNA synthetase,gltX,glutamyl-tRNA synthetase,GO:0000166,nucleotide binding,molecular_function
PALES_19251,gltX,always essential,4,4,4,glutamyl-tRNA synthetase,gltX,glutamyl-tRNA synthetase,GO:0004818,glutamate-tRNA ligase activity,molecular_function
PALES_19251,gltX,always essential,4,4,4,glutamyl-tRNA synthetase,gltX,glutamyl-tRNA synthetase,GO:0006424,glutamyl-tRNA aminoacylation,biological_process
PALES_19251,gltX,always essential,4,4,4,glutamyl-tRNA synthetase,gltX,glutamyl-tRNA synthetase,GO:0000049,tRNA binding,molecular_function
PALES_19251,gltX,always essential,4,4,4,glutamyl-tRNA synthetase,gltX,glutamyl-tRNA synthetase,GO:0008270,zinc ion binding,molecular_function
PALES_19251,gltX,always essential,4,4,4,glutamyl-tRNA synthetase,gltX,glutamyl-tRNA synthetase,GO:0006418,tRNA aminoacylation for protein translation,biological_process
PALES_19481,accD,always essential,4,4,4,acetyl-CoA carboxylase subunit beta,accD,acetyl-CoA carboxylase subunit beta,GO:0003989,acetyl-CoA carboxylase activity,molecular_function
PALES_19481,accD,always essential,4,4,4,acetyl-CoA carboxylase subunit beta,accD,acetyl-CoA carboxylase subunit beta,GO:0006633,fatty acid biosynthetic process,biological_process
PALES_19481,accD,always essential,4,4,4,acetyl-CoA carboxylase subunit beta,accD,acetyl-CoA carboxylase subunit beta,GO:0009317,acetyl-CoA carboxylase complex,cellular_component
PALES_19641,xcpY,always essential,4,4,4,general secretion pathway protein L,xcpY,general secretion pathway protein L,GO:0009276,Gram-negative-bacterium-type cell wall,cellular_component
PALES_19641,xcpY,always essential,4,4,4,general secretion pathway protein L,xcpY,general secretion pathway protein L,GO:0015627,type II protein secretion system complex,cellular_component
PALES_19641,xcpY,always essential,4,4,4,general secretion pathway protein L,xcpY,general secretion pathway protein L,GO:0015628,protein secretion by the type II secretion system,biological_process
PALES_19931,PALES_19931,always essential,4,4,4,NA,PALES_19931,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_19931,PALES_19931,always essential,4,4,4,NA,PALES_19931,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_20201,PALES_20201,always essential,4,4,4,hypothetical protein,PALES_20201,hypothetical protein,GO:0043022,ribosome binding,molecular_function
PALES_20761,PALES_20761,always essential,4,4,4,"putative lipoprotein releasing system, permease protein",PALES_20761,"putative lipoprotein releasing system, permease protein",GO:0016021,integral component of membrane,cellular_component
PALES_20761,PALES_20761,always essential,4,4,4,"putative lipoprotein releasing system, permease protein",PALES_20761,"putative lipoprotein releasing system, permease protein",GO:0042953,lipoprotein transport,biological_process
PALES_20761,PALES_20761,always essential,4,4,4,"putative lipoprotein releasing system, permease protein",PALES_20761,"putative lipoprotein releasing system, permease protein",GO:0016020,membrane,cellular_component
PALES_20811,lpxK,always essential,4,4,4,tetraacyldisaccharide 4'-kinase,lpxK,tetraacyldisaccharide 4'-kinase,GO:0005524,ATP binding,molecular_function
PALES_20811,lpxK,always essential,4,4,4,tetraacyldisaccharide 4'-kinase,lpxK,tetraacyldisaccharide 4'-kinase,GO:0009029,tetraacyldisaccharide 4'-kinase activity,molecular_function
PALES_20811,lpxK,always essential,4,4,4,tetraacyldisaccharide 4'-kinase,lpxK,tetraacyldisaccharide 4'-kinase,GO:0009245,lipid A biosynthetic process,biological_process
PALES_20831,kdsB,always essential,4,4,4,3-deoxy-manno-octulosonate cytidylyltransferase,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,GO:0008690,3-deoxy-manno-octulosonate cytidylyltransferase activity,molecular_function
PALES_20851,murB,always essential,4,4,4,UDP-N-acetylenolpyruvoylglucosamine reductase,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,GO:0008762,UDP-N-acetylmuramate dehydrogenase activity,molecular_function
PALES_20851,murB,always essential,4,4,4,UDP-N-acetylenolpyruvoylglucosamine reductase,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,GO:0055114,oxidation-reduction process,biological_process
PALES_20851,murB,always essential,4,4,4,UDP-N-acetylenolpyruvoylglucosamine reductase,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,GO:0016491,oxidoreductase activity,molecular_function
PALES_20851,murB,always essential,4,4,4,UDP-N-acetylenolpyruvoylglucosamine reductase,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,GO:0050660,flavin adenine dinucleotide binding,molecular_function
PALES_20851,murB,always essential,4,4,4,UDP-N-acetylenolpyruvoylglucosamine reductase,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,GO:0071949,FAD binding,molecular_function
PALES_20971,acpP,always essential,4,4,4,acyl carrier protein,acpP,acyl carrier protein,GO:0006633,fatty acid biosynthetic process,biological_process
PALES_20971,acpP,always essential,4,4,4,acyl carrier protein,acpP,acyl carrier protein,GO:0031177,phosphopantetheine binding,molecular_function
PALES_20991,pabC,always essential,4,4,4,4-amino-4-deoxychorismate lyase,pabC,4-amino-4-deoxychorismate lyase,GO:0008696,4-amino-4-deoxychorismate lyase activity,molecular_function
PALES_20991,pabC,always essential,4,4,4,4-amino-4-deoxychorismate lyase,pabC,4-amino-4-deoxychorismate lyase,GO:0030170,pyridoxal phosphate binding,molecular_function
PALES_20991,pabC,always essential,4,4,4,4-amino-4-deoxychorismate lyase,pabC,4-amino-4-deoxychorismate lyase,GO:0046656,folic acid biosynthetic process,biological_process
PALES_20991,pabC,always essential,4,4,4,4-amino-4-deoxychorismate lyase,pabC,4-amino-4-deoxychorismate lyase,GO:0003824,catalytic activity,molecular_function
PALES_21121,etfA,always essential,4,4,4,electron transfer flavoprotein alpha-subunit,etfA,electron transfer flavoprotein alpha-subunit,GO:0009055,electron transfer activity,molecular_function
PALES_21121,etfA,always essential,4,4,4,electron transfer flavoprotein alpha-subunit,etfA,electron transfer flavoprotein alpha-subunit,GO:0050660,flavin adenine dinucleotide binding,molecular_function
PALES_21301,PALES_21301,always essential,4,4,4,putative major facilitator superfamily (MFS) transporter,PALES_21301,putative major facilitator superfamily (MFS) transporter,GO:0005887,integral component of plasma membrane,cellular_component
PALES_21301,PALES_21301,always essential,4,4,4,putative major facilitator superfamily (MFS) transporter,PALES_21301,putative major facilitator superfamily (MFS) transporter,GO:0055085,transmembrane transport,biological_process
PALES_21831,PALES_21831,always essential,4,4,4,putative two-component response regulator,PALES_21831,putative two-component response regulator,GO:0000160,phosphorelay signal transduction system,biological_process
PALES_22181,PALES_22181,always essential,4,4,4,putative transcriptional regulator,PALES_22181,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_22181,PALES_22181,always essential,4,4,4,putative transcriptional regulator,PALES_22181,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_22351,htpX,always essential,4,4,4,heat shock protein HtpX,htpX,heat shock protein HtpX,GO:0004222,metalloendopeptidase activity,molecular_function
PALES_22351,htpX,always essential,4,4,4,heat shock protein HtpX,htpX,heat shock protein HtpX,GO:0006508,proteolysis,biological_process
PALES_22531,PALES_22531,always essential,4,4,4,NA,PALES_22531,putative RNA polymerase sigma factor,GO:0003677,DNA binding,molecular_function
PALES_22531,PALES_22531,always essential,4,4,4,NA,PALES_22531,putative RNA polymerase sigma factor,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_22531,PALES_22531,always essential,4,4,4,NA,PALES_22531,putative RNA polymerase sigma factor,GO:0006352,"DNA-templated transcription, initiation",biological_process
PALES_22531,PALES_22531,always essential,4,4,4,NA,PALES_22531,putative RNA polymerase sigma factor,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_22531,PALES_22531,always essential,4,4,4,NA,PALES_22531,putative RNA polymerase sigma factor,GO:0016987,sigma factor activity,molecular_function
PALES_23101,PALES_23101,always essential,4,4,4,putative transcriptional regulator,PALES_23101,putative transcriptional regulator,GO:0003677,DNA binding,molecular_function
PALES_23421,rplT,always essential,4,4,4,50S ribosomal protein L20,rplT,50S ribosomal protein L20,GO:0003735,structural constituent of ribosome,molecular_function
PALES_23421,rplT,always essential,4,4,4,50S ribosomal protein L20,rplT,50S ribosomal protein L20,GO:0005840,ribosome,cellular_component
PALES_23421,rplT,always essential,4,4,4,50S ribosomal protein L20,rplT,50S ribosomal protein L20,GO:0006412,translation,biological_process
PALES_23421,rplT,always essential,4,4,4,50S ribosomal protein L20,rplT,50S ribosomal protein L20,GO:0019843,rRNA binding,molecular_function
PALES_23441,pheT,always essential,4,4,4,phenylalanyl-tRNA synthetase subunit beta,pheT,phenylalanyl-tRNA synthetase subunit beta,GO:0000287,magnesium ion binding,molecular_function
PALES_23441,pheT,always essential,4,4,4,phenylalanyl-tRNA synthetase subunit beta,pheT,phenylalanyl-tRNA synthetase subunit beta,GO:0003723,RNA binding,molecular_function
PALES_23441,pheT,always essential,4,4,4,phenylalanyl-tRNA synthetase subunit beta,pheT,phenylalanyl-tRNA synthetase subunit beta,GO:0005524,ATP binding,molecular_function
PALES_23441,pheT,always essential,4,4,4,phenylalanyl-tRNA synthetase subunit beta,pheT,phenylalanyl-tRNA synthetase subunit beta,GO:0006432,phenylalanyl-tRNA aminoacylation,biological_process
PALES_23441,pheT,always essential,4,4,4,phenylalanyl-tRNA synthetase subunit beta,pheT,phenylalanyl-tRNA synthetase subunit beta,GO:0004826,phenylalanine-tRNA ligase activity,molecular_function
PALES_23441,pheT,always essential,4,4,4,phenylalanyl-tRNA synthetase subunit beta,pheT,phenylalanyl-tRNA synthetase subunit beta,GO:0000049,tRNA binding,molecular_function
PALES_23481,PALES_23481,always essential,4,4,4,transposase A,PALES_23481,transposase A,GO:0003677,DNA binding,molecular_function
PALES_23481,PALES_23481,always essential,4,4,4,transposase A,PALES_23481,transposase A,GO:0004803,transposase activity,molecular_function
PALES_23481,PALES_23481,always essential,4,4,4,transposase A,PALES_23481,transposase A,GO:0006313,"transposition, DNA-mediated",biological_process
PALES_23491,PALES_23491,always essential,4,4,4,insertion sequence IS407 OrfB,PALES_23491,insertion sequence IS407 OrfB,GO:0015074,DNA integration,biological_process
PALES_23491,PALES_23491,always essential,4,4,4,insertion sequence IS407 OrfB,PALES_23491,insertion sequence IS407 OrfB,GO:0003676,nucleic acid binding,molecular_function
PALES_23721,PALES_23721,always essential,4,4,4,NA,PALES_23721,transposase A,GO:0003677,DNA binding,molecular_function
PALES_23721,PALES_23721,always essential,4,4,4,NA,PALES_23721,transposase A,GO:0004803,transposase activity,molecular_function
PALES_23721,PALES_23721,always essential,4,4,4,NA,PALES_23721,transposase A,GO:0006313,"transposition, DNA-mediated",biological_process
PALES_24001,PALES_24001,always essential,4,4,4,putative transcriptional regulator,PALES_24001,putative transcriptional regulator,GO:0003677,DNA binding,molecular_function
PALES_24001,PALES_24001,always essential,4,4,4,putative transcriptional regulator,PALES_24001,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_24001,PALES_24001,always essential,4,4,4,putative transcriptional regulator,PALES_24001,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_24001,PALES_24001,always essential,4,4,4,putative transcriptional regulator,PALES_24001,putative transcriptional regulator,GO:0043565,sequence-specific DNA binding,molecular_function
PALES_24761,purB,always essential,4,4,4,adenylosuccinate lyase,purB,adenylosuccinate lyase,GO:0004018,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity",molecular_function
PALES_24761,purB,always essential,4,4,4,adenylosuccinate lyase,purB,adenylosuccinate lyase,GO:0009152,purine ribonucleotide biosynthetic process,biological_process
PALES_24761,purB,always essential,4,4,4,adenylosuccinate lyase,purB,adenylosuccinate lyase,GO:0003824,catalytic activity,molecular_function
PALES_24761,purB,always essential,4,4,4,adenylosuccinate lyase,purB,adenylosuccinate lyase,GO:0006188,IMP biosynthetic process,biological_process
PALES_24931,serS,always essential,4,4,4,seryl-tRNA synthetase,serS,seryl-tRNA synthetase,GO:0000166,nucleotide binding,molecular_function
PALES_24931,serS,always essential,4,4,4,seryl-tRNA synthetase,serS,seryl-tRNA synthetase,GO:0004828,serine-tRNA ligase activity,molecular_function
PALES_24931,serS,always essential,4,4,4,seryl-tRNA synthetase,serS,seryl-tRNA synthetase,GO:0005524,ATP binding,molecular_function
PALES_24931,serS,always essential,4,4,4,seryl-tRNA synthetase,serS,seryl-tRNA synthetase,GO:0006434,seryl-tRNA aminoacylation,biological_process
PALES_24931,serS,always essential,4,4,4,seryl-tRNA synthetase,serS,seryl-tRNA synthetase,GO:0004812,aminoacyl-tRNA ligase activity,molecular_function
PALES_24931,serS,always essential,4,4,4,seryl-tRNA synthetase,serS,seryl-tRNA synthetase,GO:0006418,tRNA aminoacylation for protein translation,biological_process
PALES_25091,PALES_25091,always essential,4,4,4,NA,PALES_25091,DNA methylase N-4/N-6,GO:0003677,DNA binding,molecular_function
PALES_25091,PALES_25091,always essential,4,4,4,NA,PALES_25091,DNA methylase N-4/N-6,GO:0015667,site-specific DNA-methyltransferase (cytosine-N4-specific) activity,molecular_function
PALES_25091,PALES_25091,always essential,4,4,4,NA,PALES_25091,DNA methylase N-4/N-6,GO:0090124,N-4 methylation of cytosine,biological_process
PALES_25091,PALES_25091,always essential,4,4,4,NA,PALES_25091,DNA methylase N-4/N-6,GO:0006306,DNA methylation,biological_process
PALES_25091,PALES_25091,always essential,4,4,4,NA,PALES_25091,DNA methylase N-4/N-6,GO:0008170,N-methyltransferase activity,molecular_function
PALES_25121,PALES_25121,always essential,4,4,4,NA,PALES_25121,"transcriptional regulator, LuxR family",GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_25121,PALES_25121,always essential,4,4,4,NA,PALES_25121,"transcriptional regulator, LuxR family",GO:0003677,DNA binding,molecular_function
PALES_25731,PALES_25731,always essential,4,4,4,putative acyl-CoA dehydrogenase,PALES_25731,putative acyl-CoA dehydrogenase,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",molecular_function
PALES_25731,PALES_25731,always essential,4,4,4,putative acyl-CoA dehydrogenase,PALES_25731,putative acyl-CoA dehydrogenase,GO:0055114,oxidation-reduction process,biological_process
PALES_25731,PALES_25731,always essential,4,4,4,putative acyl-CoA dehydrogenase,PALES_25731,putative acyl-CoA dehydrogenase,GO:0050660,flavin adenine dinucleotide binding,molecular_function
PALES_26101,PALES_26101,always essential,4,4,4,NA,PALES_26101,Heavy metal transport/detoxification protein,GO:0030001,metal ion transport,biological_process
PALES_26101,PALES_26101,always essential,4,4,4,NA,PALES_26101,Heavy metal transport/detoxification protein,GO:0046872,metal ion binding,molecular_function
PALES_26271,PALES_26271,always essential,4,4,4,NA,PALES_26271,"efflux transporter, RND family, MFP subunit",GO:0016020,membrane,cellular_component
PALES_26271,PALES_26271,always essential,4,4,4,NA,PALES_26271,"efflux transporter, RND family, MFP subunit",GO:0022857,transmembrane transporter activity,molecular_function
PALES_26271,PALES_26271,always essential,4,4,4,NA,PALES_26271,"efflux transporter, RND family, MFP subunit",GO:0055085,transmembrane transport,biological_process
PALES_27741,czcB,always essential,4,4,4,Resistance-Nodulation-Cell Division (RND) divalent metal cation efflux membrane fusion protein CzcB precursor,czcB,Resistance-Nodulation-Cell Division (RND) divalent metal cation efflux membrane fusion protein CzcB precursor,GO:0016020,membrane,cellular_component
PALES_27741,czcB,always essential,4,4,4,Resistance-Nodulation-Cell Division (RND) divalent metal cation efflux membrane fusion protein CzcB precursor,czcB,Resistance-Nodulation-Cell Division (RND) divalent metal cation efflux membrane fusion protein CzcB precursor,GO:0022857,transmembrane transporter activity,molecular_function
PALES_27741,czcB,always essential,4,4,4,Resistance-Nodulation-Cell Division (RND) divalent metal cation efflux membrane fusion protein CzcB precursor,czcB,Resistance-Nodulation-Cell Division (RND) divalent metal cation efflux membrane fusion protein CzcB precursor,GO:0055085,transmembrane transport,biological_process
PALES_27861,catB,always essential,4,4,4,muconate cycloisomerase I,catB,muconate cycloisomerase I,GO:0018849,muconate cycloisomerase activity,molecular_function
PALES_27861,catB,always essential,4,4,4,muconate cycloisomerase I,catB,muconate cycloisomerase I,GO:0018850,chloromuconate cycloisomerase activity,molecular_function
PALES_27861,catB,always essential,4,4,4,muconate cycloisomerase I,catB,muconate cycloisomerase I,GO:0030145,manganese ion binding,molecular_function
PALES_27861,catB,always essential,4,4,4,muconate cycloisomerase I,catB,muconate cycloisomerase I,GO:0009063,cellular amino acid catabolic process,biological_process
PALES_27971,PALES_27971,always essential,4,4,4,hypothetical protein,PALES_27971,hypothetical protein,GO:0005515,protein binding,molecular_function
PALES_28001,oprN,always essential,4,4,4,Multidrug efflux outer membrane protein OprN precursor,oprN,Multidrug efflux outer membrane protein OprN precursor,GO:0016020,membrane,cellular_component
PALES_28001,oprN,always essential,4,4,4,Multidrug efflux outer membrane protein OprN precursor,oprN,Multidrug efflux outer membrane protein OprN precursor,GO:0022857,transmembrane transporter activity,molecular_function
PALES_28001,oprN,always essential,4,4,4,Multidrug efflux outer membrane protein OprN precursor,oprN,Multidrug efflux outer membrane protein OprN precursor,GO:0055085,transmembrane transport,biological_process
PALES_28001,oprN,always essential,4,4,4,Multidrug efflux outer membrane protein OprN precursor,oprN,Multidrug efflux outer membrane protein OprN precursor,GO:0015562,efflux transmembrane transporter activity,molecular_function
PALES_28081,PALES_28081,always essential,4,4,4,putative transcriptional regulator,PALES_28081,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_28081,PALES_28081,always essential,4,4,4,putative transcriptional regulator,PALES_28081,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_28081,PALES_28081,always essential,4,4,4,putative transcriptional regulator,PALES_28081,putative transcriptional regulator,GO:0043565,sequence-specific DNA binding,molecular_function
PALES_28081,PALES_28081,always essential,4,4,4,putative transcriptional regulator,PALES_28081,putative transcriptional regulator,GO:0003677,DNA binding,molecular_function
PALES_28161,PALES_28161,always essential,4,4,4,putative two-component sensor,PALES_28161,putative two-component sensor,GO:0000155,phosphorelay sensor kinase activity,molecular_function
PALES_28161,PALES_28161,always essential,4,4,4,putative two-component sensor,PALES_28161,putative two-component sensor,GO:0007165,signal transduction,biological_process
PALES_28161,PALES_28161,always essential,4,4,4,putative two-component sensor,PALES_28161,putative two-component sensor,GO:0016310,phosphorylation,biological_process
PALES_28161,PALES_28161,always essential,4,4,4,putative two-component sensor,PALES_28161,putative two-component sensor,GO:0016772,"transferase activity, transferring phosphorus-containing groups",molecular_function
PALES_28861,PALES_28861,always essential,4,4,4,"putative ABC transporter, periplasmic substrate-binding protein",PALES_28861,"putative ABC transporter, periplasmic substrate-binding protein",GO:0030001,metal ion transport,biological_process
PALES_28861,PALES_28861,always essential,4,4,4,"putative ABC transporter, periplasmic substrate-binding protein",PALES_28861,"putative ABC transporter, periplasmic substrate-binding protein",GO:0046872,metal ion binding,molecular_function
PALES_28991,pvdE,always essential,4,4,4,pyoverdine biosynthesis protein PvdE,pvdE,pyoverdine biosynthesis protein PvdE,GO:0005524,ATP binding,molecular_function
PALES_28991,pvdE,always essential,4,4,4,pyoverdine biosynthesis protein PvdE,pvdE,pyoverdine biosynthesis protein PvdE,GO:0016021,integral component of membrane,cellular_component
PALES_28991,pvdE,always essential,4,4,4,pyoverdine biosynthesis protein PvdE,pvdE,pyoverdine biosynthesis protein PvdE,GO:0042626,ATPase-coupled transmembrane transporter activity,molecular_function
