LESB_Locus,Gene,Essentiality,Control,Condition,Replicates,LESB_Description,Product Description,Accession,GO Term,Namespace
PALES_30271,arsR,conditionally essential,0,4,4,ArsR protein,ArsR protein,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_30271,arsR,conditionally essential,0,4,4,ArsR protein,ArsR protein,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_31041,PALES_31041,conditionally essential,0,4,4,propionate catabolism operon regulator prpR,propionate catabolism operon regulator prpR,GO:0043565,sequence-specific DNA binding,molecular_function
PALES_31041,PALES_31041,conditionally essential,0,4,4,propionate catabolism operon regulator prpR,propionate catabolism operon regulator prpR,GO:0005524,ATP binding,molecular_function
PALES_31041,PALES_31041,conditionally essential,0,4,4,propionate catabolism operon regulator prpR,propionate catabolism operon regulator prpR,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_31041,PALES_31041,conditionally essential,0,4,4,propionate catabolism operon regulator prpR,propionate catabolism operon regulator prpR,GO:0008134,transcription factor binding,molecular_function
PALES_31041,PALES_31041,conditionally essential,0,4,4,propionate catabolism operon regulator prpR,propionate catabolism operon regulator prpR,GO:0000156,phosphorelay response regulator activity,molecular_function
PALES_31041,PALES_31041,conditionally essential,0,4,4,propionate catabolism operon regulator prpR,propionate catabolism operon regulator prpR,GO:0000160,phosphorelay signal transduction system,biological_process
PALES_31041,PALES_31041,conditionally essential,0,4,4,propionate catabolism operon regulator prpR,propionate catabolism operon regulator prpR,GO:0003677,DNA binding,molecular_function
PALES_31131,pdxA,conditionally essential,0,4,4,4-hydroxythreonine-4-phosphate dehydrogenase,4-hydroxythreonine-4-phosphate dehydrogenase,GO:0051287,NAD binding,molecular_function
PALES_31131,pdxA,conditionally essential,0,4,4,4-hydroxythreonine-4-phosphate dehydrogenase,4-hydroxythreonine-4-phosphate dehydrogenase,GO:0055114,oxidation-reduction process,biological_process
PALES_31211,PALES_31211,conditionally essential,0,4,4,putative binding protein component of ABC transporter,putative binding protein component of ABC transporter,GO:0015276,ligand-gated ion channel activity,molecular_function
PALES_31211,PALES_31211,conditionally essential,0,4,4,putative binding protein component of ABC transporter,putative binding protein component of ABC transporter,GO:0016020,membrane,cellular_component
PALES_31281,PALES_31281,conditionally essential,0,4,4,putative NADP-dependent oxidoreductase,putative NADP-dependent oxidoreductase,GO:0016491,oxidoreductase activity,molecular_function
PALES_31281,PALES_31281,conditionally essential,0,4,4,putative NADP-dependent oxidoreductase,putative NADP-dependent oxidoreductase,GO:0055114,oxidation-reduction process,biological_process
PALES_31341,exoY,conditionally essential,0,4,4,adenylate cyclase ExoY,adenylate cyclase ExoY,GO:0005576,extracellular region,cellular_component
PALES_31341,exoY,conditionally essential,0,4,4,adenylate cyclase ExoY,adenylate cyclase ExoY,GO:0008294,calcium- and calmodulin-responsive adenylate cyclase activity,molecular_function
PALES_31341,exoY,conditionally essential,0,4,4,adenylate cyclase ExoY,adenylate cyclase ExoY,GO:0009405,pathogenesis,biological_process
PALES_31581,PALES_31581,conditionally essential,0,4,4,putative hydrolase,putative hydrolase,GO:0004252,serine-type endopeptidase activity,molecular_function
PALES_31581,PALES_31581,conditionally essential,0,4,4,putative hydrolase,putative hydrolase,GO:0006508,proteolysis,biological_process
PALES_31581,PALES_31581,conditionally essential,0,4,4,putative hydrolase,putative hydrolase,GO:0008236,serine-type peptidase activity,molecular_function
PALES_32001,PALES_32001,conditionally essential,0,4,4,putative phosphoadenosine phosphosulfate sulfotransferase,putative phosphoadenosine phosphosulfate sulfotransferase,GO:0003824,catalytic activity,molecular_function
PALES_32001,PALES_32001,conditionally essential,0,4,4,putative phosphoadenosine phosphosulfate sulfotransferase,putative phosphoadenosine phosphosulfate sulfotransferase,GO:0000976,transcription regulatory region sequence-specific DNA binding,molecular_function
PALES_32041,PALES_32041,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_32041,PALES_32041,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_32081,PALES_32081,conditionally essential,0,4,4,alcohol dehydrogenase (Zn-dependent),alcohol dehydrogenase (Zn-dependent),GO:0055114,oxidation-reduction process,biological_process
PALES_32081,PALES_32081,conditionally essential,0,4,4,alcohol dehydrogenase (Zn-dependent),alcohol dehydrogenase (Zn-dependent),GO:0016491,oxidoreductase activity,molecular_function
PALES_32081,PALES_32081,conditionally essential,0,4,4,alcohol dehydrogenase (Zn-dependent),alcohol dehydrogenase (Zn-dependent),GO:0008270,zinc ion binding,molecular_function
PALES_32151,opdO,conditionally essential,0,4,4,pyroglutamate porin OpdO,pyroglutamate porin OpdO,GO:0016021,integral component of membrane,cellular_component
PALES_32401,kynB,conditionally essential,0,4,4,"kynurenine formamidase, KynB","kynurenine formamidase, KynB",GO:0004328,formamidase activity,molecular_function
PALES_32401,kynB,conditionally essential,0,4,4,"kynurenine formamidase, KynB","kynurenine formamidase, KynB",GO:0019441,tryptophan catabolic process to kynurenine,biological_process
PALES_32401,kynB,conditionally essential,0,4,4,"kynurenine formamidase, KynB","kynurenine formamidase, KynB",GO:0004061,arylformamidase activity,molecular_function
PALES_32491,PALES_32491,conditionally essential,0,4,4,putative transporter (membrane subunit),putative transporter (membrane subunit),GO:0016021,integral component of membrane,cellular_component
PALES_32491,PALES_32491,conditionally essential,0,4,4,putative transporter (membrane subunit),putative transporter (membrane subunit),GO:0022857,transmembrane transporter activity,molecular_function
PALES_32491,PALES_32491,conditionally essential,0,4,4,putative transporter (membrane subunit),putative transporter (membrane subunit),GO:0055085,transmembrane transport,biological_process
PALES_32491,PALES_32491,conditionally essential,0,4,4,putative transporter (membrane subunit),putative transporter (membrane subunit),GO:0016020,membrane,cellular_component
PALES_32651,PALES_32651,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_32651,PALES_32651,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_32751,PALES_32751,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_32751,PALES_32751,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_32751,PALES_32751,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0043565,sequence-specific DNA binding,molecular_function
PALES_32751,PALES_32751,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0003677,DNA binding,molecular_function
PALES_32941,PALES_32941,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0043565,sequence-specific DNA binding,molecular_function
PALES_32941,PALES_32941,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_32941,PALES_32941,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_33751,rbsC,conditionally essential,0,4,4,membrane protein component of ABC ribose transporter,membrane protein component of ABC ribose transporter,GO:0016020,membrane,cellular_component
PALES_33751,rbsC,conditionally essential,0,4,4,membrane protein component of ABC ribose transporter,membrane protein component of ABC ribose transporter,GO:0022857,transmembrane transporter activity,molecular_function
PALES_33751,rbsC,conditionally essential,0,4,4,membrane protein component of ABC ribose transporter,membrane protein component of ABC ribose transporter,GO:0055085,transmembrane transport,biological_process
PALES_33961,metE,conditionally essential,0,4,4,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,GO:0003871,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,molecular_function
PALES_33961,metE,conditionally essential,0,4,4,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,GO:0008270,zinc ion binding,molecular_function
PALES_33961,metE,conditionally essential,0,4,4,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,GO:0009086,methionine biosynthetic process,biological_process
PALES_33961,metE,conditionally essential,0,4,4,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,GO:0008652,cellular amino acid biosynthetic process,biological_process
PALES_34261,qscR,conditionally essential,0,4,4,quorum-sensing control repressor,quorum-sensing control repressor,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_34261,qscR,conditionally essential,0,4,4,quorum-sensing control repressor,quorum-sensing control repressor,GO:0003677,DNA binding,molecular_function
PALES_34261,qscR,conditionally essential,0,4,4,quorum-sensing control repressor,quorum-sensing control repressor,GO:1900377,negative regulation of secondary metabolite biosynthetic process,biological_process
PALES_34261,qscR,conditionally essential,0,4,4,quorum-sensing control repressor,quorum-sensing control repressor,GO:0000976,transcription regulatory region sequence-specific DNA binding,molecular_function
PALES_34261,qscR,conditionally essential,0,4,4,quorum-sensing control repressor,quorum-sensing control repressor,GO:0009372,quorum sensing,biological_process
PALES_34481,PALES_34481,conditionally essential,0,4,4,putative outer membrane protein precursor,putative outer membrane protein precursor,GO:0015562,efflux transmembrane transporter activity,molecular_function
PALES_34481,PALES_34481,conditionally essential,0,4,4,putative outer membrane protein precursor,putative outer membrane protein precursor,GO:0055085,transmembrane transport,biological_process
PALES_34941,PALES_34941,conditionally essential,0,4,4,putative oxidoreductase,putative oxidoreductase,GO:0055114,oxidation-reduction process,biological_process
PALES_34941,PALES_34941,conditionally essential,0,4,4,putative oxidoreductase,putative oxidoreductase,GO:0016491,oxidoreductase activity,molecular_function
PALES_35061,PALES_35061,conditionally essential,0,4,4,enoyl-CoA hydratase,enoyl-CoA hydratase,GO:0003824,catalytic activity,molecular_function
PALES_35121,rnhA,conditionally essential,0,4,4,ribonuclease H,ribonuclease H,GO:0003676,nucleic acid binding,molecular_function
PALES_35121,rnhA,conditionally essential,0,4,4,ribonuclease H,ribonuclease H,GO:0004523,RNA-DNA hybrid ribonuclease activity,molecular_function
PALES_35131,PALES_35131,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0008168,methyltransferase activity,molecular_function
PALES_35191,PALES_35191,conditionally essential,0,4,4,putative permease of ABC transporter,putative permease of ABC transporter,GO:0016020,membrane,cellular_component
PALES_35191,PALES_35191,conditionally essential,0,4,4,putative permease of ABC transporter,putative permease of ABC transporter,GO:0055085,transmembrane transport,biological_process
PALES_35521,oprF,conditionally essential,0,4,4,Major porin and structural outer membrane porin OprF precursor,Major porin and structural outer membrane porin OprF precursor,GO:0009279,cell outer membrane,cellular_component
PALES_35521,oprF,conditionally essential,0,4,4,Major porin and structural outer membrane porin OprF precursor,Major porin and structural outer membrane porin OprF precursor,GO:0016021,integral component of membrane,cellular_component
PALES_35521,oprF,conditionally essential,0,4,4,Major porin and structural outer membrane porin OprF precursor,Major porin and structural outer membrane porin OprF precursor,GO:0005509,calcium ion binding,molecular_function
PALES_35521,oprF,conditionally essential,0,4,4,Major porin and structural outer membrane porin OprF precursor,Major porin and structural outer membrane porin OprF precursor,GO:0015288,porin activity,molecular_function
PALES_35521,oprF,conditionally essential,0,4,4,Major porin and structural outer membrane porin OprF precursor,Major porin and structural outer membrane porin OprF precursor,GO:0019867,outer membrane,cellular_component
PALES_35521,oprF,conditionally essential,0,4,4,Major porin and structural outer membrane porin OprF precursor,Major porin and structural outer membrane porin OprF precursor,GO:0044406,adhesion of symbiont to host,biological_process
PALES_35881,PALES_35881,conditionally essential,0,4,4,putative glutaredoxin,putative glutaredoxin,GO:0005515,protein binding,molecular_function
PALES_35881,PALES_35881,conditionally essential,0,4,4,putative glutaredoxin,putative glutaredoxin,GO:0009055,electron transfer activity,molecular_function
PALES_35881,PALES_35881,conditionally essential,0,4,4,putative glutaredoxin,putative glutaredoxin,GO:0015035,protein disulfide oxidoreductase activity,molecular_function
PALES_35881,PALES_35881,conditionally essential,0,4,4,putative glutaredoxin,putative glutaredoxin,GO:0045454,cell redox homeostasis,biological_process
PALES_35961,PALES_35961,conditionally essential,0,4,4,putative proteasome-type protease,putative proteasome-type protease,GO:0004298,threonine-type endopeptidase activity,molecular_function
PALES_35961,PALES_35961,conditionally essential,0,4,4,putative proteasome-type protease,putative proteasome-type protease,GO:0005839,proteasome core complex,cellular_component
PALES_35961,PALES_35961,conditionally essential,0,4,4,putative proteasome-type protease,putative proteasome-type protease,GO:0051603,proteolysis involved in cellular protein catabolic process,biological_process
PALES_36191,popD,conditionally essential,0,4,4,Translocator outer membrane protein PopD precursor,Translocator outer membrane protein PopD precursor,GO:0051087,chaperone binding,molecular_function
PALES_36191,popD,conditionally essential,0,4,4,Translocator outer membrane protein PopD precursor,Translocator outer membrane protein PopD precursor,GO:0042000,translocation of peptides or proteins into host,biological_process
PALES_36321,pscQ,conditionally essential,0,4,4,type III secretion system protein,type III secretion system protein,GO:0009306,protein secretion,biological_process
PALES_36321,pscQ,conditionally essential,0,4,4,type III secretion system protein,type III secretion system protein,GO:0030254,protein secretion by the type III secretion system,biological_process
PALES_36601,PALES_36601,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0033103,protein secretion by the type VI secretion system,biological_process
PALES_36731,PALES_36731,conditionally essential,0,4,4,putative aminotransferase,putative aminotransferase,GO:0003824,catalytic activity,molecular_function
PALES_36731,PALES_36731,conditionally essential,0,4,4,putative aminotransferase,putative aminotransferase,GO:0009058,biosynthetic process,biological_process
PALES_36731,PALES_36731,conditionally essential,0,4,4,putative aminotransferase,putative aminotransferase,GO:0030170,pyridoxal phosphate binding,molecular_function
PALES_36791,PALES_36791,conditionally essential,0,4,4,putative oxidoreductase,putative oxidoreductase,GO:0016491,oxidoreductase activity,molecular_function
PALES_36791,PALES_36791,conditionally essential,0,4,4,putative oxidoreductase,putative oxidoreductase,GO:0055114,oxidation-reduction process,biological_process
PALES_36811,PALES_36811,conditionally essential,0,4,4,putative chemotaxis transducer,putative chemotaxis transducer,GO:0007165,signal transduction,biological_process
PALES_36811,PALES_36811,conditionally essential,0,4,4,putative chemotaxis transducer,putative chemotaxis transducer,GO:0016021,integral component of membrane,cellular_component
PALES_36811,PALES_36811,conditionally essential,0,4,4,putative chemotaxis transducer,putative chemotaxis transducer,GO:0016020,membrane,cellular_component
PALES_36961,PALES_36961,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0003677,DNA binding,molecular_function
PALES_36961,PALES_36961,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_37131,gpsA,conditionally essential,0,4,4,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,GO:0004367,glycerol-3-phosphate dehydrogenase [NAD+] activity,molecular_function
PALES_37131,gpsA,conditionally essential,0,4,4,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,GO:0006072,glycerol-3-phosphate metabolic process,biological_process
PALES_37131,gpsA,conditionally essential,0,4,4,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,GO:0009331,glycerol-3-phosphate dehydrogenase complex,cellular_component
PALES_37131,gpsA,conditionally essential,0,4,4,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,GO:0055114,oxidation-reduction process,biological_process
PALES_37131,gpsA,conditionally essential,0,4,4,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,GO:0005975,carbohydrate metabolic process,biological_process
PALES_37131,gpsA,conditionally essential,0,4,4,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function
PALES_37131,gpsA,conditionally essential,0,4,4,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,GO:0046168,glycerol-3-phosphate catabolic process,biological_process
PALES_37131,gpsA,conditionally essential,0,4,4,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,GO:0051287,NAD binding,molecular_function
PALES_37131,gpsA,conditionally essential,0,4,4,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,GO:0016491,oxidoreductase activity,molecular_function
PALES_37251,PALES_37251,conditionally essential,0,4,4,putative oxidoreductase,putative oxidoreductase,GO:0016491,oxidoreductase activity,molecular_function
PALES_37251,PALES_37251,conditionally essential,0,4,4,putative oxidoreductase,putative oxidoreductase,GO:0046872,metal ion binding,molecular_function
PALES_37251,PALES_37251,conditionally essential,0,4,4,putative oxidoreductase,putative oxidoreductase,GO:0055114,oxidation-reduction process,biological_process
PALES_37251,PALES_37251,conditionally essential,0,4,4,putative oxidoreductase,putative oxidoreductase,GO:0009055,electron transfer activity,molecular_function
PALES_37251,PALES_37251,conditionally essential,0,4,4,putative oxidoreductase,putative oxidoreductase,GO:0051536,iron-sulfur cluster binding,molecular_function
PALES_37251,PALES_37251,conditionally essential,0,4,4,putative oxidoreductase,putative oxidoreductase,GO:0051537,"2 iron, 2 sulfur cluster binding",molecular_function
PALES_37431,sdhB,conditionally essential,0,4,4,succinate dehydrogenase iron-sulfur subunit,succinate dehydrogenase iron-sulfur subunit,GO:0009055,electron transfer activity,molecular_function
PALES_37431,sdhB,conditionally essential,0,4,4,succinate dehydrogenase iron-sulfur subunit,succinate dehydrogenase iron-sulfur subunit,GO:0051536,iron-sulfur cluster binding,molecular_function
PALES_37431,sdhB,conditionally essential,0,4,4,succinate dehydrogenase iron-sulfur subunit,succinate dehydrogenase iron-sulfur subunit,GO:0006099,tricarboxylic acid cycle,biological_process
PALES_37431,sdhB,conditionally essential,0,4,4,succinate dehydrogenase iron-sulfur subunit,succinate dehydrogenase iron-sulfur subunit,GO:0016491,oxidoreductase activity,molecular_function
PALES_37431,sdhB,conditionally essential,0,4,4,succinate dehydrogenase iron-sulfur subunit,succinate dehydrogenase iron-sulfur subunit,GO:0055114,oxidation-reduction process,biological_process
PALES_37471,gltA,conditionally essential,0,4,4,type II citrate synthase,type II citrate synthase,GO:0046912,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer",molecular_function
PALES_37471,gltA,conditionally essential,0,4,4,type II citrate synthase,type II citrate synthase,GO:0004108,citrate (Si)-synthase activity,molecular_function
PALES_37471,gltA,conditionally essential,0,4,4,type II citrate synthase,type II citrate synthase,GO:0005737,cytoplasm,cellular_component
PALES_37471,gltA,conditionally essential,0,4,4,type II citrate synthase,type II citrate synthase,GO:0036440,citrate synthase activity,molecular_function
PALES_37471,gltA,conditionally essential,0,4,4,type II citrate synthase,type II citrate synthase,GO:0045239,tricarboxylic acid cycle enzyme complex,cellular_component
PALES_37471,gltA,conditionally essential,0,4,4,type II citrate synthase,type II citrate synthase,GO:0006099,tricarboxylic acid cycle,biological_process
PALES_37611,PALES_37611,conditionally essential,0,4,4,putative Glycine/D-amino acid oxidase,putative Glycine/D-amino acid oxidase,GO:0016491,oxidoreductase activity,molecular_function
PALES_37611,PALES_37611,conditionally essential,0,4,4,putative Glycine/D-amino acid oxidase,putative Glycine/D-amino acid oxidase,GO:0055114,oxidation-reduction process,biological_process
PALES_37661,PALES_37661,conditionally essential,0,4,4,putative RNA 2'-O-ribose methyltransferase,putative RNA 2'-O-ribose methyltransferase,GO:0008168,methyltransferase activity,molecular_function
PALES_37661,PALES_37661,conditionally essential,0,4,4,putative RNA 2'-O-ribose methyltransferase,putative RNA 2'-O-ribose methyltransferase,GO:0032259,methylation,biological_process
PALES_37681,aer,conditionally essential,0,4,4,aerotaxis receptor Aer,aerotaxis receptor Aer,GO:0004888,transmembrane signaling receptor activity,molecular_function
PALES_37681,aer,conditionally essential,0,4,4,aerotaxis receptor Aer,aerotaxis receptor Aer,GO:0006935,chemotaxis,biological_process
PALES_37681,aer,conditionally essential,0,4,4,aerotaxis receptor Aer,aerotaxis receptor Aer,GO:0007165,signal transduction,biological_process
PALES_37681,aer,conditionally essential,0,4,4,aerotaxis receptor Aer,aerotaxis receptor Aer,GO:0016020,membrane,cellular_component
PALES_37681,aer,conditionally essential,0,4,4,aerotaxis receptor Aer,aerotaxis receptor Aer,GO:0005515,protein binding,molecular_function
PALES_37681,aer,conditionally essential,0,4,4,aerotaxis receptor Aer,aerotaxis receptor Aer,GO:0009454,aerotaxis,biological_process
PALES_38601,cyoE,conditionally essential,0,4,4,protoheme IX farnesyltransferase,protoheme IX farnesyltransferase,GO:0008495,protoheme IX farnesyltransferase activity,molecular_function
PALES_38601,cyoE,conditionally essential,0,4,4,protoheme IX farnesyltransferase,protoheme IX farnesyltransferase,GO:0016021,integral component of membrane,cellular_component
PALES_38601,cyoE,conditionally essential,0,4,4,protoheme IX farnesyltransferase,protoheme IX farnesyltransferase,GO:0048034,heme O biosynthetic process,biological_process
PALES_38601,cyoE,conditionally essential,0,4,4,protoheme IX farnesyltransferase,protoheme IX farnesyltransferase,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",molecular_function
PALES_38641,cyoA,conditionally essential,0,4,4,cytochrome o ubiquinol oxidase subunit II,cytochrome o ubiquinol oxidase subunit II,GO:0016020,membrane,cellular_component
PALES_38641,cyoA,conditionally essential,0,4,4,cytochrome o ubiquinol oxidase subunit II,cytochrome o ubiquinol oxidase subunit II,GO:0016682,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor",molecular_function
PALES_38641,cyoA,conditionally essential,0,4,4,cytochrome o ubiquinol oxidase subunit II,cytochrome o ubiquinol oxidase subunit II,GO:0055114,oxidation-reduction process,biological_process
PALES_38641,cyoA,conditionally essential,0,4,4,cytochrome o ubiquinol oxidase subunit II,cytochrome o ubiquinol oxidase subunit II,GO:0004129,cytochrome-c oxidase activity,molecular_function
PALES_38641,cyoA,conditionally essential,0,4,4,cytochrome o ubiquinol oxidase subunit II,cytochrome o ubiquinol oxidase subunit II,GO:0005507,copper ion binding,molecular_function
PALES_38641,cyoA,conditionally essential,0,4,4,cytochrome o ubiquinol oxidase subunit II,cytochrome o ubiquinol oxidase subunit II,GO:0008827,cytochrome o ubiquinol oxidase activity,molecular_function
PALES_38641,cyoA,conditionally essential,0,4,4,cytochrome o ubiquinol oxidase subunit II,cytochrome o ubiquinol oxidase subunit II,GO:0016021,integral component of membrane,cellular_component
PALES_38641,cyoA,conditionally essential,0,4,4,cytochrome o ubiquinol oxidase subunit II,cytochrome o ubiquinol oxidase subunit II,GO:0022900,electron transport chain,biological_process
PALES_38841,PALES_38841,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0003677,DNA binding,molecular_function
PALES_38841,PALES_38841,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_38841,PALES_38841,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0046872,metal ion binding,molecular_function
PALES_38861,PALES_38861,conditionally essential,0,4,4,putative 2-hydroxyacid dehydrogenase,putative 2-hydroxyacid dehydrogenase,GO:0051287,NAD binding,molecular_function
PALES_38861,PALES_38861,conditionally essential,0,4,4,putative 2-hydroxyacid dehydrogenase,putative 2-hydroxyacid dehydrogenase,GO:0055114,oxidation-reduction process,biological_process
PALES_38921,PALES_38921,conditionally essential,0,4,4,putative transthyretin family protein,putative transthyretin family protein,GO:0006144,purine nucleobase metabolic process,biological_process
PALES_38921,PALES_38921,conditionally essential,0,4,4,putative transthyretin family protein,putative transthyretin family protein,GO:0033971,hydroxyisourate hydrolase activity,molecular_function
PALES_38931,PALES_38931,conditionally essential,0,4,4,putative polysaccharide deacetylase,putative polysaccharide deacetylase,GO:0003824,catalytic activity,molecular_function
PALES_38931,PALES_38931,conditionally essential,0,4,4,putative polysaccharide deacetylase,putative polysaccharide deacetylase,GO:0005975,carbohydrate metabolic process,biological_process
PALES_38931,PALES_38931,conditionally essential,0,4,4,putative polysaccharide deacetylase,putative polysaccharide deacetylase,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",molecular_function
PALES_39191,cysP,conditionally essential,0,4,4,sulfate-binding protein of ABC transporter,sulfate-binding protein of ABC transporter,GO:0008272,sulfate transport,biological_process
PALES_39191,cysP,conditionally essential,0,4,4,sulfate-binding protein of ABC transporter,sulfate-binding protein of ABC transporter,GO:0015419,ATPase-coupled sulfate transmembrane transporter activity,molecular_function
PALES_39211,PALES_39211,conditionally essential,0,4,4,putative transporter,putative transporter,GO:0016021,integral component of membrane,cellular_component
PALES_39211,PALES_39211,conditionally essential,0,4,4,putative transporter,putative transporter,GO:0034228,ethanolamine transmembrane transporter activity,molecular_function
PALES_39211,PALES_39211,conditionally essential,0,4,4,putative transporter,putative transporter,GO:0034229,ethanolamine transport,biological_process
PALES_39401,PALES_39401,conditionally essential,0,4,4,putative FlhB domain protein,putative FlhB domain protein,GO:0009306,protein secretion,biological_process
PALES_39401,PALES_39401,conditionally essential,0,4,4,putative FlhB domain protein,putative FlhB domain protein,GO:0016020,membrane,cellular_component
PALES_39411,PALES_39411,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0008080,N-acetyltransferase activity,molecular_function
PALES_39531,motC,conditionally essential,0,4,4,flagellar motor protein,flagellar motor protein,GO:0071973,bacterial-type flagellum-dependent cell motility,biological_process
PALES_39531,motC,conditionally essential,0,4,4,flagellar motor protein,flagellar motor protein,GO:0071978,bacterial-type flagellum-dependent swarming motility,biological_process
PALES_39561,cheZ,conditionally essential,0,4,4,chemotaxis protein CheZ,chemotaxis protein CheZ,GO:0003824,catalytic activity,molecular_function
PALES_39561,cheZ,conditionally essential,0,4,4,chemotaxis protein CheZ,chemotaxis protein CheZ,GO:0009288,bacterial-type flagellum,cellular_component
PALES_39561,cheZ,conditionally essential,0,4,4,chemotaxis protein CheZ,chemotaxis protein CheZ,GO:0050920,regulation of chemotaxis,biological_process
PALES_39561,cheZ,conditionally essential,0,4,4,chemotaxis protein CheZ,chemotaxis protein CheZ,GO:0006935,chemotaxis,biological_process
PALES_39561,cheZ,conditionally essential,0,4,4,chemotaxis protein CheZ,chemotaxis protein CheZ,GO:0071978,bacterial-type flagellum-dependent swarming motility,biological_process
PALES_39591,fleN,conditionally essential,0,4,4,flagellar synthesis regulator FleN,flagellar synthesis regulator FleN,GO:0005524,ATP binding,molecular_function
PALES_39711,PALES_39711,conditionally essential,0,4,4,flagellar basal body-associated protein FliL,flagellar basal body-associated protein FliL,GO:0006935,chemotaxis,biological_process
PALES_39711,PALES_39711,conditionally essential,0,4,4,flagellar basal body-associated protein FliL,flagellar basal body-associated protein FliL,GO:0009425,bacterial-type flagellum basal body,cellular_component
PALES_39711,PALES_39711,conditionally essential,0,4,4,flagellar basal body-associated protein FliL,flagellar basal body-associated protein FliL,GO:0071973,bacterial-type flagellum-dependent cell motility,biological_process
PALES_39841,lasR,conditionally essential,0,4,4,transcriptional regulator LasR,transcriptional regulator LasR,GO:0003677,DNA binding,molecular_function
PALES_39841,lasR,conditionally essential,0,4,4,transcriptional regulator LasR,transcriptional regulator LasR,GO:0006355,"regulation of transcription, DNA-templated",biological_process
